Year,Collection,Start.date,Trt,ID,Cultivar,budbreak,DOY,budbreak_LPI,LPI,CH_start,portions,UT,NC
2021_22,AA,10/13/21,constant,7,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,8,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,9,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,10,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,11,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,12,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,13,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,14,PP,NA,286,121,121,-15,0,0,5
2021_22,AA,10/13/21,constant,15,PP,NA,286,121,121,-15,0,0,5
2021_22,AB,10/26/21,constant,1,BR,51,299,51,NA,-12.6,9,313,261
2021_22,AB,10/26/21,constant,2,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,3,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,4,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,5,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,6,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,7,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,8,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,9,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,10,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,11,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,12,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,13,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,14,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,15,BR,NA,299,108,108,-12.6,9,313,261
2021_22,AB,10/26/21,constant,1,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,2,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,3,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,4,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,5,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,6,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,7,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,8,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,9,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,10,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,11,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,12,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,13,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,14,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,15,FR,NA,299,108,108,-15.3,9,313,261
2021_22,AB,10/26/21,constant,1,LC,81,299,81,NA,-13.3,9,313,261
2021_22,AB,10/26/21,constant,2,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,3,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,4,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,5,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,6,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,7,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,8,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,9,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,10,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,11,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,12,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,13,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,14,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,15,LC,NA,299,108,108,-13.3,9,313,261
2021_22,AB,10/26/21,constant,1,MQ,75,299,75,NA,-13.8,9,313,261
2021_22,AB,10/26/21,constant,2,MQ,84,299,84,NA,-13.8,9,313,261
2021_22,AB,10/26/21,constant,3,MQ,96,299,96,NA,-13.8,9,313,261
2021_22,AB,10/26/21,constant,4,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,5,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,6,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,7,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,8,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,9,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,10,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,11,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,12,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,13,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,14,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,15,MQ,NA,299,108,108,-13.8,9,313,261
2021_22,AB,10/26/21,constant,1,PP,39,299,39,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,2,PP,39,299,39,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,3,PP,40,299,40,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,4,PP,41,299,41,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,5,PP,42,299,42,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,6,PP,42,299,42,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,7,PP,44,299,44,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,8,PP,46,299,46,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,9,PP,48,299,48,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,10,PP,51,299,51,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,11,PP,55,299,55,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,12,PP,70,299,70,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,13,PP,76,299,76,NA,-14.5,9,313,261
2021_22,AB,10/26/21,constant,14,PP,NA,299,108,108,-14.5,9,313,261
2021_22,AB,10/26/21,constant,15,PP,NA,299,108,108,-14.5,9,313,261
2021_22,AC,11/9/21,constant,1,BR,35,313,35,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,2,BR,40,313,40,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,3,BR,41,313,41,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,4,BR,42,313,42,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,5,BR,42,313,42,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,6,BR,45,313,45,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,7,BR,47,313,47,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,8,BR,47,313,47,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,9,BR,54,313,54,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,10,BR,68,313,68,NA,-14.3,19,649,540
2021_22,AC,11/9/21,constant,11,BR,NA,313,94,94,-14.3,19,649,540
2021_22,AC,11/9/21,constant,12,BR,NA,313,94,94,-14.3,19,649,540
2021_22,AC,11/9/21,constant,13,BR,NA,313,94,94,-14.3,19,649,540
2021_22,AC,11/9/21,constant,14,BR,NA,313,94,94,-14.3,19,649,540
2021_22,AC,11/9/21,constant,15,BR,NA,313,94,94,-14.3,19,649,540
2021_22,AC,11/9/21,constant,1,FR,36,313,36,NA,-17.2,19,649,540
2021_22,AC,11/9/21,constant,2,FR,37,313,37,NA,-17.2,19,649,540
2021_22,AC,11/9/21,constant,3,FR,44,313,44,NA,-17.2,19,649,540
2021_22,AC,11/9/21,constant,4,FR,73,313,73,NA,-17.2,19,649,540
2021_22,AC,11/9/21,constant,5,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,6,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,7,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,8,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,9,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,10,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,11,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,12,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,13,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,14,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,15,FR,NA,313,94,94,-17.2,19,649,540
2021_22,AC,11/9/21,constant,1,LC,28,313,28,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,2,LC,29,313,29,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,3,LC,37,313,37,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,4,LC,39,313,39,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,5,LC,41,313,41,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,6,LC,41,313,41,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,7,LC,43,313,43,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,8,LC,44,313,44,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,9,LC,46,313,46,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,10,LC,47,313,47,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,11,LC,48,313,48,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,12,LC,49,313,49,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,13,LC,51,313,51,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,14,LC,51,313,51,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,15,LC,62,313,62,NA,-14,19,649,540
2021_22,AC,11/9/21,constant,1,MQ,39,313,39,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,2,MQ,41,313,41,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,3,MQ,42,313,42,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,4,MQ,43,313,43,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,5,MQ,44,313,44,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,6,MQ,44,313,44,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,7,MQ,47,313,47,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,8,MQ,49,313,49,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,9,MQ,54,313,54,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,10,MQ,60,313,60,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,11,MQ,69,313,69,NA,-15.3,19,649,540
2021_22,AC,11/9/21,constant,12,MQ,NA,313,94,94,-15.3,19,649,540
2021_22,AC,11/9/21,constant,13,MQ,NA,313,94,94,-15.3,19,649,540
2021_22,AC,11/9/21,constant,14,MQ,NA,313,94,94,-15.3,19,649,540
2021_22,AC,11/9/21,constant,15,MQ,NA,313,94,94,-15.3,19,649,540
2021_22,AC,11/9/21,constant,1,PP,26,313,26,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,2,PP,28,313,28,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,3,PP,31,313,31,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,4,PP,33,313,33,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,5,PP,34,313,34,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,6,PP,34,313,34,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,7,PP,35,313,35,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,8,PP,35,313,35,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,9,PP,36,313,36,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,10,PP,36,313,36,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,11,PP,37,313,37,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,12,PP,37,313,37,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,13,PP,38,313,38,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,14,PP,39,313,39,NA,-14.7,19,649,540
2021_22,AC,11/9/21,constant,15,PP,46,313,46,NA,-14.7,19,649,540
2021_22,AD,11/23/21,constant,1,BR,21,327,21,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,2,BR,22,327,22,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,3,BR,24,327,24,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,4,BR,26,327,26,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,5,BR,26,327,26,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,6,BR,27,327,27,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,7,BR,27,327,27,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,8,BR,27,327,27,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,9,BR,28,327,28,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,10,BR,30,327,30,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,11,BR,44,327,44,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,12,BR,46,327,46,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,13,BR,47,327,47,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,14,BR,77,327,77,NA,-15.9,30,985,820
2021_22,AD,11/23/21,constant,15,BR,NA,327,80,80,-15.9,30,985,820
2021_22,AD,11/23/21,constant,1,FR,20,327,20,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,2,FR,23,327,23,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,3,FR,25,327,25,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,4,FR,26,327,26,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,5,FR,26,327,26,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,6,FR,28,327,28,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,7,FR,31,327,31,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,8,FR,33,327,33,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,9,FR,34,327,34,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,10,FR,59,327,59,NA,-19.8,30,985,820
2021_22,AD,11/23/21,constant,11,FR,NA,327,80,80,-19.8,30,985,820
2021_22,AD,11/23/21,constant,12,FR,NA,327,80,80,-19.8,30,985,820
2021_22,AD,11/23/21,constant,13,FR,NA,327,80,80,-19.8,30,985,820
2021_22,AD,11/23/21,constant,14,FR,NA,327,80,80,-19.8,30,985,820
2021_22,AD,11/23/21,constant,15,FR,NA,327,80,80,-19.8,30,985,820
2021_22,AD,11/23/21,constant,1,LC,19,327,19,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,2,LC,20,327,20,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,3,LC,20,327,20,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,4,LC,22,327,22,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,5,LC,23,327,23,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,6,LC,24,327,24,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,7,LC,26,327,26,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,8,LC,27,327,27,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,9,LC,27,327,27,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,10,LC,28,327,28,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,11,LC,30,327,30,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,12,LC,32,327,32,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,13,LC,32,327,32,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,14,LC,38,327,38,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,15,LC,40,327,40,NA,-15.2,30,985,820
2021_22,AD,11/23/21,constant,1,MQ,22,327,22,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,2,MQ,23,327,23,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,3,MQ,23,327,23,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,4,MQ,24,327,24,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,5,MQ,24,327,24,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,6,MQ,25,327,25,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,7,MQ,25,327,25,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,8,MQ,26,327,26,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,9,MQ,27,327,27,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,10,MQ,28,327,28,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,11,MQ,28,327,28,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,12,MQ,28,327,28,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,13,MQ,34,327,34,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,14,MQ,39,327,39,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,15,MQ,48,327,48,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,1,PP,20,327,20,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,2,PP,21,327,21,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,3,PP,22,327,22,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,4,PP,22,327,22,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,5,PP,23,327,23,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,6,PP,23,327,23,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,7,PP,24,327,24,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,8,PP,24,327,24,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,9,PP,25,327,25,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,10,PP,26,327,26,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,11,PP,29,327,29,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,12,PP,30,327,30,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,13,PP,30,327,30,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,14,PP,31,327,31,NA,-15.8,30,985,820
2021_22,AD,11/23/21,constant,15,PP,33,327,33,NA,-15.8,30,985,820
2021_22,AE,12/7/21,constant,1,BR,14,341,14,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,2,BR,14,341,14,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,3,BR,15,341,15,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,4,BR,15,341,15,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,5,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,6,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,7,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,8,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,9,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,10,BR,16,341,16,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,11,BR,17,341,17,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,12,BR,19,341,19,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,13,BR,19,341,19,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,14,BR,21,341,21,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,15,BR,29,341,29,NA,-17.5,40,1321,1100
2021_22,AE,12/7/21,constant,1,FR,16,341,16,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,2,FR,17,341,17,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,3,FR,17,341,17,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,4,FR,17,341,17,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,5,FR,18,341,18,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,6,FR,18,341,18,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,7,FR,19,341,19,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,8,FR,20,341,20,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,9,FR,21,341,21,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,10,FR,23,341,23,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,11,FR,25,341,25,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,12,FR,26,341,26,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,13,FR,27,341,27,NA,-19.6,40,1321,1100
2021_22,AE,12/7/21,constant,14,FR,30,341,30,NA,-19.6,40,1321,1100
